prefix,value_label,value_label_split,value
dbpprop,editornewspaperlink,['editornewspaperlink'],http://dbpedia.org/property/editornewspaperlink
dbpprop,editorperiodical,['editorperiodical'],http://dbpedia.org/property/editorperiodical
dbpprop,editorperiodicallink,['editorperiodicallink'],http://dbpedia.org/property/editorperiodicallink
dbpprop,editos,['editos'],http://dbpedia.org/property/editos
dbpprop,eduRegion,"['edu', 'Region']",http://dbpedia.org/property/eduRegion
dbpprop,educstion,['educstion'],http://dbpedia.org/property/educstion
dbpprop,eduniversal,['eduniversal'],http://dbpedia.org/property/eduniversal
dbpprop,effectifs,['effectifs'],http://dbpedia.org/property/effectifs
dbpprop,efficiency,['efficiency'],http://dbpedia.org/property/efficiency
dbpprop,eftCode,"['eft', 'Code']",http://dbpedia.org/property/eftCode
dbpprop,egmVita,"['egm', 'Vita']",http://dbpedia.org/property/egmVita
dbpprop,eighth,['eighth'],http://dbpedia.org/property/eighth
dbpprop,eiin,['eiin'],http://dbpedia.org/property/eiin
dbpprop,eingemeindetNach,"['eingemeindet', 'Nach']",http://dbpedia.org/property/eingemeindetNach
dbpprop,einwohnerStandDatum,"['einwohner', 'Stand', 'Datum']",http://dbpedia.org/property/einwohnerStandDatum
dbpprop,eis,['eis'],http://dbpedia.org/property/eis
dbpprop,elRastaPutosGenre,"['el', 'Rasta', 'Putos', 'Genre']",http://dbpedia.org/property/elRastaPutosGenre
dbpprop,elders,['elders'],http://dbpedia.org/property/elders
dbpprop,electedMemberFor,"['elected', 'Member', 'For']",http://dbpedia.org/property/electedMemberFor
dbpprop,electedMemberSince,"['elected', 'Member', 'Since']",http://dbpedia.org/property/electedMemberSince
dbpprop,electedOffice,"['elected', 'Office']",http://dbpedia.org/property/electedOffice
dbpprop,electedPosition,"['elected', 'Position']",http://dbpedia.org/property/electedPosition
dbpprop,electedTerm,"['elected', 'Term']",http://dbpedia.org/property/electedTerm
dbpprop,electrcsystem,['electrcsystem'],http://dbpedia.org/property/electrcsystem
dbpprop,electricMotorPosition,"['electric', 'Motor', 'Position']",http://dbpedia.org/property/electricMotorPosition
dbpprop,electricalSystem,"['electrical', 'System']",http://dbpedia.org/property/electricalSystem
dbpprop,electronicJournals,"['electronic', 'Journals']",http://dbpedia.org/property/electronicJournals
dbpprop,elegance,['elegance'],http://dbpedia.org/property/elegance
 , , ,http://dbpedia.org/property/elevation/Altitude
dbpprop,elevation2Imperial,"['elevation', 'Imperial']",http://dbpedia.org/property/elevation2Imperial
dbpprop,elvationM,"['elvation', 'M']",http://dbpedia.org/property/elvationM
dbpprop,embeddedSoftwareProducts,"['embedded', 'Software', 'Products']",http://dbpedia.org/property/embeddedSoftwareProducts
dbpprop,emergencyDepartment,"['emergency', 'Department']",http://dbpedia.org/property/emergencyDepartment
dbpprop,emergencyLine,"['emergency', 'Line']",http://dbpedia.org/property/emergencyLine
dbpprop,emeritus+bishops,"['emeritus', 'bishops']",http://dbpedia.org/property/emeritus+bishops
dbpprop,emeritusBishopsTitle,"['emeritus', 'Bishops', 'Title']",http://dbpedia.org/property/emeritusBishopsTitle
dbpprop,emmys,['emmys'],http://dbpedia.org/property/emmys
dbpprop,emonocot,['emonocot'],http://dbpedia.org/property/emonocot
dbpprop,emp,['emp'],http://dbpedia.org/property/emp
dbpprop,employmentRateAfterGraduation,"['employment', 'Rate', 'After', 'Graduation']",http://dbpedia.org/property/employmentRateAfterGraduation
dbpprop,employs,['employs'],http://dbpedia.org/property/employs
dbpprop,emplyees,['emplyees'],http://dbpedia.org/property/emplyees
dbpprop,emsUnits,"['ems', 'Units']",http://dbpedia.org/property/emsUnits
dbpprop,enbaProfile,"['enba', 'Profile']",http://dbpedia.org/property/enbaProfile
dbpprop,end0sa,"['end', 'sa']",http://dbpedia.org/property/end0sa
dbpprop,end1s,"['end', 's']",http://dbpedia.org/property/end1s
dbpprop,end2s,"['end', 's']",http://dbpedia.org/property/end2s
dbpprop,end3s,"['end', 's']",http://dbpedia.org/property/end3s
dbpprop,endPartial,"['end', 'Partial']",http://dbpedia.org/property/endPartial
dbpprop,endTotal,"['end', 'Total']",http://dbpedia.org/property/endTotal
dbpprop,endingTerminus,"['ending', 'Terminus']",http://dbpedia.org/property/endingTerminus
dbpprop,endorsement,['endorsement'],http://dbpedia.org/property/endorsement
dbpprop,endorsers,['endorsers'],http://dbpedia.org/property/endorsers
dbpprop,enduranceMain,"['endurance', 'Main']",http://dbpedia.org/property/enduranceMain
dbpprop,energyConsumptionPer100Km,"['energy', 'Consumption', 'Per', 'Km']",http://dbpedia.org/property/energyConsumptionPer100Km
dbpprop,enforcementAuthority,"['enforcement', 'Authority']",http://dbpedia.org/property/enforcementAuthority
dbpprop,eng1&nbsp,"['eng', 'nbsp']",http://dbpedia.org/property/eng1&nbsp;hp
dbpprop,eng1Displacement,"['eng', 'Displacement']",http://dbpedia.org/property/eng1Displacement
dbpprop,engaged,['engaged'],http://dbpedia.org/property/engaged
dbpprop,engineCapacity,"['engine', 'Capacity']",http://dbpedia.org/property/engineCapacity
dbpprop,engineControl,"['engine', 'Control']",http://dbpedia.org/property/engineControl
dbpprop,engineLubrication,"['engine', 'Lubrication']",http://dbpedia.org/property/engineLubrication
dbpprop,engineer(s),['engineer'],http://dbpedia.org/property/engineer(s)
dbpprop,engineeringCenter,"['engineering', 'Center']",http://dbpedia.org/property/engineeringCenter
dbpprop,engineeringUndergrad,"['engineering', 'Undergrad']",http://dbpedia.org/property/engineeringUndergrad
dbpprop,england,['england'],http://dbpedia.org/property/england
dbpprop,englishScript,"['english', 'Script']",http://dbpedia.org/property/englishScript
dbpprop,enname,['enname'],http://dbpedia.org/property/enname
dbpprop,enrollments,['enrollments'],http://dbpedia.org/property/enrollments
dbpprop,enteredoffice,['enteredoffice'],http://dbpedia.org/property/enteredoffice
dbpprop,enterpriseValue,"['enterprise', 'Value']",http://dbpedia.org/property/enterpriseValue
dbpprop,entertainments,['entertainments'],http://dbpedia.org/property/entertainments
dbpprop,enthorned,['enthorned'],http://dbpedia.org/property/enthorned
dbpprop,entityId,"['entity', 'Id']",http://dbpedia.org/property/entityId
dbpprop,entrance(s),['entrance'],http://dbpedia.org/property/entrance(s)
dbpprop,envelopeGenerator,"['envelope', 'Generator']",http://dbpedia.org/property/envelopeGenerator
dbpprop,environmental,['environmental'],http://dbpedia.org/property/environmental
dbpprop,epicenterLocation,"['epicenter', 'Location']",http://dbpedia.org/property/epicenterLocation
dbpprop,episodeNotes,"['episode', 'Notes']",http://dbpedia.org/property/episodeNotes
dbpprop,episodeNumber,"['episode', 'Number']",http://dbpedia.org/property/episodeNumber
dbpprop,episodes0sa,"['episodes', 'sa']",http://dbpedia.org/property/episodes0sa
dbpprop,episodes0sb,"['episodes', 'sb']",http://dbpedia.org/property/episodes0sb
dbpprop,episodes1s,"['episodes', 's']",http://dbpedia.org/property/episodes1s
dbpprop,episodes3s,"['episodes', 's']",http://dbpedia.org/property/episodes3s
dbpprop,equal,['equal'],http://dbpedia.org/property/equal
dbpprop,equipmentMaker,"['equipment', 'Maker']",http://dbpedia.org/property/equipmentMaker
dbpprop,equippedArea,"['equipped', 'Area']",http://dbpedia.org/property/equippedArea
dbpprop,erVisits,"['er', 'Visits']",http://dbpedia.org/property/erVisits
dbpprop,era1Stock,"['era', 'Stock']",http://dbpedia.org/property/era1Stock
dbpprop,era1TotalTrackLength,"['era', 'Total', 'Track', 'Length']",http://dbpedia.org/property/era1TotalTrackLength
dbpprop,era3Depot,"['era', 'Depot']",http://dbpedia.org/property/era3Depot
dbpprop,era3Lines,"['era', 'Lines']",http://dbpedia.org/property/era3Lines
dbpprop,era3Stock,"['era', 'Stock']",http://dbpedia.org/property/era3Stock
dbpprop,era3Stops,"['era', 'Stops']",http://dbpedia.org/property/era3Stops
dbpprop,era4TotalTrackLength,"['era', 'Total', 'Track', 'Length']",http://dbpedia.org/property/era4TotalTrackLength
dbpprop,erb,['erb'],http://dbpedia.org/property/erb
dbpprop,erdősNumber,"['erd', 's', 'Number']",http://dbpedia.org/property/erdősNumber
dbpprop,escelator,['escelator'],http://dbpedia.org/property/escelator
dbpprop,escorts,['escorts'],http://dbpedia.org/property/escorts
dbpprop,eslProgramManager,"['esl', 'Program', 'Manager']",http://dbpedia.org/property/eslProgramManager
dbpprop,eslogan,['eslogan'],http://dbpedia.org/property/eslogan
dbpprop,espnArchiveurl,"['espn', 'Archiveurl']",http://dbpedia.org/property/espnArchiveurl
dbpprop,espnStars,"['espn', 'Stars']",http://dbpedia.org/property/espnStars
dbpprop,espnUrl,"['espn', 'Url']",http://dbpedia.org/property/espnUrl
dbpprop,espncomrank,['espncomrank'],http://dbpedia.org/property/espncomrank
dbpprop,estOilBft,"['est', 'Oil', 'Bft']",http://dbpedia.org/property/estOilBft
dbpprop,estOpening,"['est', 'Opening']",http://dbpedia.org/property/estOpening
dbpprop,establishedOn,"['established', 'On']",http://dbpedia.org/property/establishedOn
dbpprop,establishedPlace,"['established', 'Place']",http://dbpedia.org/property/establishedPlace
dbpprop,establlished,['establlished'],http://dbpedia.org/property/establlished
dbpprop,estadística,"['estad', 'stica']",http://dbpedia.org/property/estadística
dbpprop,estadísticaAño,"['estad', 'stica', 'o']",http://dbpedia.org/property/estadísticaAño
dbpprop,estimatedAudienceReach,"['estimated', 'Audience', 'Reach']",http://dbpedia.org/property/estimatedAudienceReach
dbpprop,estimatedPopulationTotal,"['estimated', 'Population', 'Total']",http://dbpedia.org/property/estimatedPopulationTotal
dbpprop,estimatedReadership,"['estimated', 'Readership']",http://dbpedia.org/property/estimatedReadership
dbpprop,estimatedstoiipgas,['estimatedstoiipgas'],http://dbpedia.org/property/estimatedstoiipgas
dbpprop,estimatedstoiipoil,['estimatedstoiipoil'],http://dbpedia.org/property/estimatedstoiipoil
dbpprop,ethnicGoup,"['ethnic', 'Goup']",http://dbpedia.org/property/ethnicGoup
dbpprop,ethnicityity,['ethnicityity'],http://dbpedia.org/property/ethnicityity
dbpprop,etymologyNote,"['etymology', 'Note']",http://dbpedia.org/property/etymologyNote
dbpprop,europeWinner,"['europe', 'Winner']",http://dbpedia.org/property/europeWinner
dbpprop,europeanChampions,"['european', 'Champions']",http://dbpedia.org/property/europeanChampions
dbpprop,europeanParty,"['european', 'Party']",http://dbpedia.org/property/europeanParty
dbpprop,europeanTradeAssociationCompanyName,"['european', 'Trade', 'Association', 'Company', 'Name']",http://dbpedia.org/property/europeanTradeAssociationCompanyName
dbpprop,evenStartProgramManager,"['even', 'Start', 'Program', 'Manager']",http://dbpedia.org/property/evenStartProgramManager
dbpprop,eveningProgramManager,"['evening', 'Program', 'Manager']",http://dbpedia.org/property/eveningProgramManager
dbpprop,event1Date,"['event', 'Date']",http://dbpedia.org/property/event1Date
dbpprop,eventWins,"['event', 'Wins']",http://dbpedia.org/property/eventWins
dbpprop,eventort,['eventort'],http://dbpedia.org/property/eventort
dbpprop,ex.ViceChancellor,"['ex', 'Vice', 'Chancellor']",http://dbpedia.org/property/ex.ViceChancellor
dbpprop,exPartner,"['ex', 'Partner']",http://dbpedia.org/property/exPartner
dbpprop,exPrincipal,"['ex', 'Principal']",http://dbpedia.org/property/exPrincipal
dbpprop,exarch,['exarch'],http://dbpedia.org/property/exarch
dbpprop,exc.producer,"['exc', 'producer']",http://dbpedia.org/property/exc.producer
dbpprop,excecutiveDirector,"['excecutive', 'Director']",http://dbpedia.org/property/excecutiveDirector
dbpprop,excludeTer,"['exclude', 'Ter']",http://dbpedia.org/property/excludeTer
dbpprop,excutiveChef,"['excutive', 'Chef']",http://dbpedia.org/property/excutiveChef
dbpprop,exe.director,"['exe', 'director']",http://dbpedia.org/property/exe.director
dbpprop,exec.Head,"['exec', 'Head']",http://dbpedia.org/property/exec.Head
dbpprop,execDirector,"['exec', 'Director']",http://dbpedia.org/property/execDirector
dbpprop,executiveBoxes,"['executive', 'Boxes']",http://dbpedia.org/property/executiveBoxes
dbpprop,executiveChef,"['executive', 'Chef']",http://dbpedia.org/property/executiveChef
dbpprop,executiveCommittee,"['executive', 'Committee']",http://dbpedia.org/property/executiveCommittee
dbpprop,executiveCommitteeMemberOf,"['executive', 'Committee', 'Member', 'Of']",http://dbpedia.org/property/executiveCommitteeMemberOf
dbpprop,executiveEditorAndGeneralManager,"['executive', 'Editor', 'And', 'General', 'Manager']",http://dbpedia.org/property/executiveEditorAndGeneralManager
dbpprop,executiveEditorOnline,"['executive', 'Editor', 'Online']",http://dbpedia.org/property/executiveEditorOnline
dbpprop,executiveHeadteacher,"['executive', 'Headteacher']",http://dbpedia.org/property/executiveHeadteacher
 , , ,http://dbpedia.org/property/executiveProducer/writer
dbpprop,executiveProducerForTheBbc,"['executive', 'Producer', 'For', 'The', 'Bbc']",http://dbpedia.org/property/executiveProducerForTheBbc
dbpprop,"executiveProducers,HboVersion","['executive', 'Producers', 'Hbo', 'Version']","http://dbpedia.org/property/executiveProducers,HboVersion"
dbpprop,expTeams,"['exp', 'Teams']",http://dbpedia.org/property/expTeams
dbpprop,expandableMemory,"['expandable', 'Memory']",http://dbpedia.org/property/expandableMemory
dbpprop,expanding,['expanding'],http://dbpedia.org/property/expanding
dbpprop,expertise,['expertise'],http://dbpedia.org/property/expertise
dbpprop,explanations,['explanations'],http://dbpedia.org/property/explanations
dbpprop,exportedGreenArabica,"['exported', 'Green', 'Arabica']",http://dbpedia.org/property/exportedGreenArabica
dbpprop,exportedGreenRobusta,"['exported', 'Green', 'Robusta']",http://dbpedia.org/property/exportedGreenRobusta
dbpprop,exportedGreenTotal,"['exported', 'Green', 'Total']",http://dbpedia.org/property/exportedGreenTotal
dbpprop,exra,['exra'],http://dbpedia.org/property/exra
dbpprop,externalDisplay,"['external', 'Display']",http://dbpedia.org/property/externalDisplay
dbpprop,externalMusicVideo,"['external', 'Music', 'Video']",http://dbpedia.org/property/externalMusicVideo
dbpprop,externalRenewable,"['external', 'Renewable']",http://dbpedia.org/property/externalRenewable
dbpprop,externalStorage,"['external', 'Storage']",http://dbpedia.org/property/externalStorage
dbpprop,externalTrustees,"['external', 'Trustees']",http://dbpedia.org/property/externalTrustees
dbpprop,externallinks,['externallinks'],http://dbpedia.org/property/externallinks
dbpprop,extraCmlumn,"['extra', 'Cmlumn']",http://dbpedia.org/property/extraCmlumn
dbpprop,extraH,"['extra', 'H']",http://dbpedia.org/property/extraH
dbpprop,extratime,['extratime'],http://dbpedia.org/property/extratime
dbpprop,eyesColour,"['eyes', 'Colour']",http://dbpedia.org/property/eyesColour
 , , ,http://dbpedia.org/property/f/adhContinuous
 , , ,http://dbpedia.org/property/f/adhStarting
dbpprop,fLink,"['f', 'Link']",http://dbpedia.org/property/fLink
dbpprop,fTeam,"['f', 'Team']",http://dbpedia.org/property/fTeam
dbpprop,faaaaaaaaax,['faaaaaaaaax'],http://dbpedia.org/property/faaaaaaaaax
dbpprop,fabr.Nr.,"['fabr', 'Nr']",http://dbpedia.org/property/fabr.Nr.
dbpprop,facebook.,['facebook'],http://dbpedia.org/property/facebook.
dbpprop,facebookAccount,"['facebook', 'Account']",http://dbpedia.org/property/facebookAccount
dbpprop,facebookUrl,"['facebook', 'Url']",http://dbpedia.org/property/facebookUrl
dbpprop,facilities1type,"['facilities', 'type']",http://dbpedia.org/property/facilities1type
dbpprop,facilities2type,"['facilities', 'type']",http://dbpedia.org/property/facilities2type
 , , ,http://dbpedia.org/property/facult/staff
dbpprop,facultyLabel,"['faculty', 'Label']",http://dbpedia.org/property/facultyLabel
dbpprop,falconsCollege,"['falcons', 'College']",http://dbpedia.org/property/falconsCollege
dbpprop,falconsDraft,"['falcons', 'Draft']",http://dbpedia.org/property/falconsDraft
dbpprop,falconsSince,"['falcons', 'Since']",http://dbpedia.org/property/falconsSince
dbpprop,famale,['famale'],http://dbpedia.org/property/famale
dbpprop,familyBackground,"['family', 'Background']",http://dbpedia.org/property/familyBackground
dbpprop,familyeditor,['familyeditor'],http://dbpedia.org/property/familyeditor
dbpprop,famousBooksPublished,"['famous', 'Books', 'Published']",http://dbpedia.org/property/famousBooksPublished
dbpprop,famousPersons,"['famous', 'Persons']",http://dbpedia.org/property/famousPersons
dbpprop,fanWebsite,"['fan', 'Website']",http://dbpedia.org/property/fanWebsite
dbpprop,fanbase,['fanbase'],http://dbpedia.org/property/fanbase
dbpprop,fangrahps,['fangrahps'],http://dbpedia.org/property/fangrahps
dbpprop,fanraphs,['fanraphs'],http://dbpedia.org/property/fanraphs
dbpprop,fansmanofthematch,['fansmanofthematch'],http://dbpedia.org/property/fansmanofthematch
dbpprop,farmManager,"['farm', 'Manager']",http://dbpedia.org/property/farmManager
dbpprop,fastDriverCountryR,"['fast', 'Driver', 'Country', 'R']",http://dbpedia.org/property/fastDriverCountryR
dbpprop,fastDriverR,"['fast', 'Driver', 'R']",http://dbpedia.org/property/fastDriverR
dbpprop,fastLapR,"['fast', 'Lap', 'R']",http://dbpedia.org/property/fastLapR
dbpprop,fastQuadchar,"['fast', 'Quadchar']",http://dbpedia.org/property/fastQuadchar
dbpprop,fastRiderMoto,"['fast', 'Rider', 'Moto']",http://dbpedia.org/property/fastRiderMoto
dbpprop,fastRiderMoto2Country,"['fast', 'Rider', 'Moto', 'Country']",http://dbpedia.org/property/fastRiderMoto2Country
dbpprop,fastRiderMotogpBike,"['fast', 'Rider', 'Motogp', 'Bike']",http://dbpedia.org/property/fastRiderMotogpBike
dbpprop,fastTeamR,"['fast', 'Team', 'R']",http://dbpedia.org/property/fastTeamR
dbpprop,fastTimeMoto,"['fast', 'Time', 'Moto']",http://dbpedia.org/property/fastTimeMoto
dbpprop,fastTimeR,"['fast', 'Time', 'R']",http://dbpedia.org/property/fastTimeR
dbpprop,fatContent,"['fat', 'Content']",http://dbpedia.org/property/fatContent
dbpprop,"father,Mother","['father', 'Mother']","http://dbpedia.org/property/father,Mother"
dbpprop,fatherInLaw,"['father', 'In', 'Law']",http://dbpedia.org/property/fatherInLaw
dbpprop,fathersName,"['fathers', 'Name']",http://dbpedia.org/property/fathersName
dbpprop,favoriteAnimal,"['favorite', 'Animal']",http://dbpedia.org/property/favoriteAnimal
dbpprop,favoriteManeuver,"['favorite', 'Maneuver']",http://dbpedia.org/property/favoriteManeuver
dbpprop,favoriteQuote,"['favorite', 'Quote']",http://dbpedia.org/property/favoriteQuote
dbpprop,favoritepastime,['favoritepastime'],http://dbpedia.org/property/favoritepastime
dbpprop,favouriteColours,"['favourite', 'Colours']",http://dbpedia.org/property/favouriteColours
dbpprop,fcsAllamericans,"['fcs', 'Allamericans']",http://dbpedia.org/property/fcsAllamericans
dbpprop,fdate,['fdate'],http://dbpedia.org/property/fdate
dbpprop,featured,['featured'],http://dbpedia.org/property/featured
dbpprop,febċHighC,"['feb', 'High', 'C']",http://dbpedia.org/property/febċHighC
dbpprop,fechaDeNacimiento,"['fecha', 'De', 'Nacimiento']",http://dbpedia.org/property/fechaDeNacimiento
dbpprop,fellowshipAdvisor,"['fellowship', 'Advisor']",http://dbpedia.org/property/fellowshipAdvisor
dbpprop,fellowshipCongregationsSupportedBy,"['fellowship', 'Congregations', 'Supported', 'By']",http://dbpedia.org/property/fellowshipCongregationsSupportedBy
dbpprop,feminine,['feminine'],http://dbpedia.org/property/feminine
dbpprop,fensing,['fensing'],http://dbpedia.org/property/fensing
dbpprop,festWebsite,"['fest', 'Website']",http://dbpedia.org/property/festWebsite
dbpprop,festivalDates,"['festival', 'Dates']",http://dbpedia.org/property/festivalDates
dbpprop,feststellbremse,['feststellbremse'],http://dbpedia.org/property/feststellbremse
dbpprop,fevCity,"['fev', 'City']",http://dbpedia.org/property/fevCity
dbpprop,ffffff,['ffffff'],http://dbpedia.org/property/ffffff
dbpprop,fheadation,['fheadation'],http://dbpedia.org/property/fheadation
dbpprop,fhprank,['fhprank'],http://dbpedia.org/property/fhprank
dbpprop,fhpressrating,['fhpressrating'],http://dbpedia.org/property/fhpressrating
dbpprop,fhpressstatus,['fhpressstatus'],http://dbpedia.org/property/fhpressstatus
dbpprop,fiancé,['fianc'],http://dbpedia.org/property/fiancé
dbpprop,fieldPosition,"['field', 'Position']",http://dbpedia.org/property/fieldPosition
dbpprop,fieldgoal,['fieldgoal'],http://dbpedia.org/property/fieldgoal
dbpprop,fieldgoalsg,['fieldgoalsg'],http://dbpedia.org/property/fieldgoalsg
dbpprop,fieldsites,['fieldsites'],http://dbpedia.org/property/fieldsites
dbpprop,fiestasmayores,['fiestasmayores'],http://dbpedia.org/property/fiestasmayores
dbpprop,fifaRanking,"['fifa', 'Ranking']",http://dbpedia.org/property/fifaRanking
dbpprop,fightingoutof,['fightingoutof'],http://dbpedia.org/property/fightingoutof
dbpprop,filamentCurrent,"['filament', 'Current']",http://dbpedia.org/property/filamentCurrent
dbpprop,filamentVoltage,"['filament', 'Voltage']",http://dbpedia.org/property/filamentVoltage
dbpprop,fileName,"['file', 'Name']",http://dbpedia.org/property/fileName
dbpprop,filmNegativeFormat,"['film', 'Negative', 'Format']",http://dbpedia.org/property/filmNegativeFormat
dbpprop,filmingDate,"['filming', 'Date']",http://dbpedia.org/property/filmingDate
dbpprop,filmingLiaison,"['filming', 'Liaison']",http://dbpedia.org/property/filmingLiaison
dbpprop,finalAlt,"['final', 'Alt']",http://dbpedia.org/property/finalAlt
dbpprop,finalAttendance,"['final', 'Attendance']",http://dbpedia.org/property/finalAttendance
dbpprop,finalDrive,"['final', 'Drive']",http://dbpedia.org/property/finalDrive
dbpprop,finalFourMvpN,"['final', 'Four', 'Mvp', 'N']",http://dbpedia.org/property/finalFourMvpN
dbpprop,finalLineup,"['final', 'Lineup']",http://dbpedia.org/property/finalLineup
dbpprop,finalLineupMembers,"['final', 'Lineup', 'Members']",http://dbpedia.org/property/finalLineupMembers
dbpprop,finalPoints,"['final', 'Points']",http://dbpedia.org/property/finalPoints
dbpprop,finallegue,['finallegue'],http://dbpedia.org/property/finallegue
dbpprop,finalmargin,['finalmargin'],http://dbpedia.org/property/finalmargin
dbpprop,finalmatchno,['finalmatchno'],http://dbpedia.org/property/finalmatchno
dbpprop,finalscore,['finalscore'],http://dbpedia.org/property/finalscore
dbpprop,finalseed,['finalseed'],http://dbpedia.org/property/finalseed
dbpprop,finalspecial,['finalspecial'],http://dbpedia.org/property/finalspecial
dbpprop,finalvenue,['finalvenue'],http://dbpedia.org/property/finalvenue
dbpprop,finalwinner,['finalwinner'],http://dbpedia.org/property/finalwinner
dbpprop,fineArts,"['fine', 'Arts']",http://dbpedia.org/property/fineArts
dbpprop,finnishleague,['finnishleague'],http://dbpedia.org/property/finnishleague
dbpprop,fireEngineer,"['fire', 'Engineer']",http://dbpedia.org/property/fireEngineer
dbpprop,firmware,['firmware'],http://dbpedia.org/property/firmware
dbpprop,firsCode,"['firs', 'Code']",http://dbpedia.org/property/firsCode
dbpprop,firstAdministrator,"['first', 'Administrator']",http://dbpedia.org/property/firstAdministrator
dbpprop,firstAirDate,"['first', 'Air', 'Date']",http://dbpedia.org/property/firstAirDate
dbpprop,firstCase,"['first', 'Case']",http://dbpedia.org/property/firstCase
dbpprop,firstDriverCountryR,"['first', 'Driver', 'Country', 'R']",http://dbpedia.org/property/firstDriverCountryR
dbpprop,firstDriverR,"['first', 'Driver', 'R']",http://dbpedia.org/property/firstDriverR
dbpprop,firstEditor,"['first', 'Editor']",http://dbpedia.org/property/firstEditor
dbpprop,firstOpened,"['first', 'Opened']",http://dbpedia.org/property/firstOpened
dbpprop,firstPilot,"['first', 'Pilot']",http://dbpedia.org/property/firstPilot
dbpprop,firstPlaneType,"['first', 'Plane', 'Type']",http://dbpedia.org/property/firstPlaneType
dbpprop,firstPublished,"['first', 'Published']",http://dbpedia.org/property/firstPublished
dbpprop,firstRecord,"['first', 'Record']",http://dbpedia.org/property/firstRecord
dbpprop,firstRiderMoto,"['first', 'Rider', 'Moto']",http://dbpedia.org/property/firstRiderMoto
dbpprop,firstRiderMoto2Country,"['first', 'Rider', 'Moto', 'Country']",http://dbpedia.org/property/firstRiderMoto2Country
dbpprop,firstRiderMotogpBike,"['first', 'Rider', 'Motogp', 'Bike']",http://dbpedia.org/property/firstRiderMotogpBike
dbpprop,firstScreening,"['first', 'Screening']",http://dbpedia.org/property/firstScreening
dbpprop,firstSystemFormed,"['first', 'System', 'Formed']",http://dbpedia.org/property/firstSystemFormed
dbpprop,firstTeamR,"['first', 'Team', 'R']",http://dbpedia.org/property/firstTeamR
dbpprop,firstTerm,"['first', 'Term']",http://dbpedia.org/property/firstTerm
dbpprop,firstUsed,"['first', 'Used']",http://dbpedia.org/property/firstUsed
dbpprop,firstclassdebutdate,['firstclassdebutdate'],http://dbpedia.org/property/firstclassdebutdate
dbpprop,firstclassdebutyear,['firstclassdebutyear'],http://dbpedia.org/property/firstclassdebutyear
dbpprop,firstissue,['firstissue'],http://dbpedia.org/property/firstissue
dbpprop,firstmp,['firstmp'],http://dbpedia.org/property/firstmp
dbpprop,firstresponderblsor,['firstresponderblsor'],http://dbpedia.org/property/firstresponderblsor
dbpprop,firstshow,['firstshow'],http://dbpedia.org/property/firstshow
dbpprop,firstshowyear,['firstshowyear'],http://dbpedia.org/property/firstshowyear
dbpprop,firstspan,['firstspan'],http://dbpedia.org/property/firstspan
dbpprop,fisdebut,['fisdebut'],http://dbpedia.org/property/fisdebut
dbpprop,fishbolid,['fishbolid'],http://dbpedia.org/property/fishbolid
dbpprop,fisheryAquacultureInland,"['fishery', 'Aquaculture', 'Inland']",http://dbpedia.org/property/fisheryAquacultureInland
dbpprop,fisheryAquacultureMarine,"['fishery', 'Aquaculture', 'Marine']",http://dbpedia.org/property/fisheryAquacultureMarine
dbpprop,fisheryAquacultureTotal,"['fishery', 'Aquaculture', 'Total']",http://dbpedia.org/property/fisheryAquacultureTotal
dbpprop,fisheryCaption,"['fishery', 'Caption']",http://dbpedia.org/property/fisheryCaption
dbpprop,fisheryCoastline,"['fishery', 'Coastline']",http://dbpedia.org/property/fisheryCoastline
dbpprop,fisheryConsumption,"['fishery', 'Consumption']",http://dbpedia.org/property/fisheryConsumption
dbpprop,fisheryContinentalShelf,"['fishery', 'Continental', 'Shelf']",http://dbpedia.org/property/fisheryContinentalShelf
dbpprop,fisheryEezArea,"['fishery', 'Eez', 'Area']",http://dbpedia.org/property/fisheryEezArea
dbpprop,fisheryEezPp,"['fishery', 'Eez', 'Pp']",http://dbpedia.org/property/fisheryEezPp
dbpprop,fisheryEmployment,"['fishery', 'Employment']",http://dbpedia.org/property/fisheryEmployment
dbpprop,fisheryExportValue,"['fishery', 'Export', 'Value']",http://dbpedia.org/property/fisheryExportValue
dbpprop,fisheryFishTotal,"['fishery', 'Fish', 'Total']",http://dbpedia.org/property/fisheryFishTotal
dbpprop,fisheryFisheriesGdp,"['fishery', 'Fisheries', 'Gdp']",http://dbpedia.org/property/fisheryFisheriesGdp
dbpprop,fisheryFishingFleet,"['fishery', 'Fishing', 'Fleet']",http://dbpedia.org/property/fisheryFishingFleet
dbpprop,fisheryImage,"['fishery', 'Image']",http://dbpedia.org/property/fisheryImage
dbpprop,fisheryImportValue,"['fishery', 'Import', 'Value']",http://dbpedia.org/property/fisheryImportValue
dbpprop,fisheryLakeArea,"['fishery', 'Lake', 'Area']",http://dbpedia.org/property/fisheryLakeArea
dbpprop,fisheryLandArea,"['fishery', 'Land', 'Area']",http://dbpedia.org/property/fisheryLandArea
dbpprop,fisheryLandingSites,"['fishery', 'Landing', 'Sites']",http://dbpedia.org/property/fisheryLandingSites
dbpprop,fisheryMpaArea,"['fishery', 'Mpa', 'Area']",http://dbpedia.org/property/fisheryMpaArea
dbpprop,fisheryRiverArea,"['fishery', 'River', 'Area']",http://dbpedia.org/property/fisheryRiverArea
